v1,v2
TRUE,Much can be done in this case to clean the seed before sowing by immersing it in hot water or in some solution that will kill the spores without injuring the grain.
TRUE,"Murders and executions are frequent, yet cruelty is not a marked feature of their character; and in war they seldom kill their prisoners."
TRUE,"My father taught me, but I don't want to carry a gun everywhere I go."
TRUE,My husband would never rape me.
TRUE,"My king, if I may ask, why did you kill all those who came with me from across the sea?"
FALSE,My sister can walk and run.
FALSE,My teacher and I had a good laugh over the girls' frolic.
TRUE,My visit to just one of the many orphanages in Kashmir was enough to remind me painfully of the tragic costs of the conflict.
TRUE,MySpace Tracker is a very clean but detailed and user-friendly site that gives you accurate and current information on your profile trafficking pages.
TRUE,"Myths like this kill two birds with one stone, and at once account for the possession of fire by men and for the marking of certain animals regarded as fire-bringers.'"
TRUE,"N.T., 54 sqq Leto, because it was foretold that Leto's son would kill the dragon."
TRUE,"Nain Singh explored the sources of the Indus and of the Upper Brahmaputra in the years 1865-1867; and in 1874-1875 he followed a line from the eastern frontiers of Kashmir to the Tengri Nor lake and thence to Lhasa, in which city he remained for some months."
TRUE,"Near Loanda Livingstone noted that "" a chief may metamorphose himself into a lion, kill any one he chooses, and resume his proper form."""
FALSE,"Nesvitski with a laugh threw his arms round Prince Andrew, but Bolkonski, turning still paler, pushed him away with an angry look and turned to Zherkov."
FALSE,"Never again would she be startled by his sudden appearance in the garden, nor laugh at his gentle frolicking with the twins."
TRUE,"Newly pressed rape oil has a dark sherry colour with, at first, scarcely any perceptible smell; but after resting a short time the oil deposits an abundant mucilaginous slime, and by taking up oxygen it acquires a peculiar disagreeable odour and an acrid taste."
FALSE,Next time I think I'd rather walk.
TRUE,"Next to the Ridge the point of most interest to every English visitor to Delhi is Nicholson's grave, which lies surrounded by an iron railing in the Kashmir gate cemetery."
TRUE,No in-game yet as we are still needing a weapon skinner.
TRUE,"No longer do we regard the Kuen-lun mountains, which extend from the frontiers of Kashmir, north of Leh, almost due east to the Chinese province of Kansu, as the southern limit of the Gobi or Turkestan depression."
TRUE,"No one else gave a shit about the Original Vamp, unless to kill him."
FALSE,No one else talks to him like you do and lives to walk away.
TRUE,No one might kill his own meat and deprive the priest of his due; but this rule did not apply to the chase.
TRUE,No one seems to think they can kill him.
TRUE,No smoking gun revelations resulted from her clandestine research.
FALSE,"No supplies, no water, no food, hundreds of thousands of refugees trying to survive on nothing."
TRUE,No weapon made by man or immortal can kill you.
FALSE,"No, I can walk."
FALSE,"No, it wasn't our food they were after - it was mischief."
TRUE,"No, the master had been waiting to kill him, had been feeding Damian the same juice Two stopped drinking."
TRUE,"No, Watcher, the gem will kill any who touches it."
TRUE,"No, we didn't kill him."
TRUE,"Nonlethal weapons are legal with respect to jus in bello if the effects of the weapon are not long-term, debilitating, or irreversible."
TRUE,"Non-sentient beasts that kill, she replied."
TRUE,"Nor will he admit of any privileged position or class, for ""it is the peculiarity of privilege and of every privileged position to kill the intellect and heart of man."
TRUE,Nora's work as the district attorney landed Smith front and center as she participated in the prosecution of the Marty Saybrooke rape trial.
TRUE,Not allowed to kill.
TRUE,Not everyone who performs well with his weapon possesses this attribute.
TRUE,Not like he can kill me.
FALSE,Not many people can make me laugh.
TRUE,"Not merely did he fight for the Protestant cause as a preacher and theologian, but he was almost the only member of Luther's party who was able to confront the Roman Catholics with the weapon of literary satire."
FALSE,"Nothing I can't handle.  I have Kiki, Tamer, and Erik on lockdown.  A week without food, and they're happy to help.  Kiki is running most things, until I figure them out."
TRUE,"Now, after you kill these baddies, you notice that the room has medikits and rockets around it."
TRUE,"Obstruction was Fersen's chief weapon, and he continued to postpone the granting of subsidies by the house of nobles for some weeks."
FALSE,"Occasionally she broke out into a merry laugh, and then she would reach out and touch the mouth of any one who happened to be near her, to see if he were laughing also."
TRUE,"Oh, yes, I'll kill as many as I can."
FALSE,"Oh, you petisenfans, allay cushay dormir! he exclaimed, imitating his Russian nurse's French, at which he and Boris used to laugh long ago."
TRUE,Oil of turpentine (Oleum terebinthinae) is administered internally as an anthelmintic to kill tapeworm.
FALSE,"Okay, I'll walk you out."
TRUE,"On an average, £3,000,000 to £4,000,000 worth of wheat, about £i,000,000 worth of rye, and over £1,500,000 worth of barley are exported annually, besides oats, flax, linseed, rape seed, oilcake, bran, flour, vegetable oils, raw wool and caviare."
TRUE,"On every festive occasion, as a saint's day, birth, marriage, &c., it is customary for a rich man to collect his friends and neighbours, and kill a cow and one or two sheep. The principal parts of the cow are eaten raw while yet warm and quivering, the remainder being cut into small pieces and cooked with the favourite sauce of butter and red pepper paste."
TRUE,On monuments and cylinders he is represented as armed with the weapon with which he despatched the monster Tiamat.
TRUE,"On the 10th day of the month every household shall take a firstling male without blemish, of sheep or goat, and should kill it on the 14th at even, and sprinkle the two sideposts and lintel with the blood, and eat the roasted flesh, not sodden, including head, legs and inwards; all remaining over until the morning to be burnt by fire."
TRUE,"On the 14th of September, after three days of artillery preparation, the assault was delivered, under Nicholson's leadership. Two practicable breaches had been made by the siege guns, and a party of engineers under Home and Salkeld blew in the Kashmir gate."
TRUE,"On the capture of the place, Dolabella ordered one of his soldiers to kill him (43)."
TRUE,"On the chest of Cypselus, Marpessa is represented as following Idas from the temple of Apollo (by whom, according to some, she had been carried off), and there was a painting by Polygnotus of the rape of the Leucippidae in the temple of the Dioscuri at Athens."
TRUE,"On the next occasion (1005) Mahmud advanced, as far as Bhera on the Jhelum, when his adversary Anang-pal, son and successor of Jaipal, fled to Kashmir."
TRUE,On the north the Chinese Turkestan explorations are now brought into survey connexion with Kashmir and India.
TRUE,"On the other hand, the weapon models are very good some even looking like they have more polys than the player models."
TRUE,"On the south is the arc of the Luchu islands, which penetrates into Kill Shill."
TRUE,"Once relatively stable, even sleepy, Karachi became a nexus for drug and arms trafficking in the 1980s."
TRUE,"Once sexual penetration happens after the words ""no,"" it is rape - plain and simple."
FALSE,"Once they moved the chickens, there would be no reason to walk down to the farm every day."
FALSE,"One genus of Thomisidae (Phognarachne), which inhabits the Oriental region, adopts the clever device of spinning on the surface of a leaf a sheet of web resembling the fluid portions of a splash of bird's dung, the more solid central portions being represented by the spider itself, which waits in the middle of the patch to seize the butterflies or other insects that habitually feed on birds' excrement and are attracted to the patch mistaking it for their natural food."
TRUE,One hand was on the light switch while the other held a gun pointed directly at Dean.
TRUE,"One of Dusty's spies found out the Others have a weapon they want to use, we think to open the gateway between the immortal and mortal worlds."
TRUE,"One of the heroines rescues herself from a ravisher by blinding him with a hair-pin, and as she escapes the seducer apostrophizes the blood which trickles from his eye, and the weapon which has wounded it, in a speech forty verses long."
TRUE,One of the members of Jonny's own personal guard had shifted forward and was discreetly drawing the weapon at his thigh.
TRUE,"One practical outcome of these researches is the method now always adopted of sterilizing by a succession of gentle warmings, sufficient to kill the developed micro-organisms, instead of by one fierce heating attempting to attack the more refractory undeveloped germs of the same."
TRUE,"One scene featured the song "" Do you want to be in my gang, my gang, my gang rape "" ."
TRUE,Only a member of the White God's family can kill him.
TRUE,Only Czerno or Damian can kill me.
TRUE,Only raptors hunt and kill other creatures by using their powerful feet.
FALSE,"Only this time, he'd gone too far with her to completely walk away."
TRUE,"Only three days later, the United States dropped a second atomic bomb on Nagasaki."
TRUE,Or did you kill him?
TRUE,"Other movies followed suit with high numbers including The Waltons' Thanksgiving Story in '73, Women in Chains in '72 and A Case of Rape in '74."
TRUE,"Other than that, she had given his gun little use."
TRUE,"Others kill dragons, or set off to find the Holy Grail."
TRUE,"Otherwise, he can kill you."
TRUE,"Our splendid main battle tank is almost impervious to the rocket propelled grenade, which is the weapon of choice of the enemy."
TRUE,"Outside the forest country the weka, an almost wingless bird, is numerous, and in the Alps a hawk-like green parrot, the kea, has learned to kill sheep and holds its ground."
TRUE,"Owing to the absence of dated records, the chronology of these invasions has not yet been set beyond dispute, but the most important was that of the Kushans, whose king Kanishka founded a state which comprised northern India and Kashmir."
TRUE,"Owing to the conical shape of the early muzzle-loading guns, if one trunnion were higher than the other, the "" line of metal "" would no longer be in the same vertical plane as the axis; in consequence of this, if a gun with, say, one wheel higher than the other were layed by this line, the axis would point off the target to the side of the lower wheel."
TRUE,"Pain Shared Rape does not just hurt the child and family, but also the child's classmates."
TRUE,Paperless statement are a great way to protect your privacy since mailed paper statements are often thrown away and can lead to identify fraud if found by anyone looking to make a profit on your identity.
TRUE,Parents should also be aware that PTSD and other psychological effects of rape can manifest as poor school performance.
TRUE,"Part of the French losses, which were disproportionately heavy, were caused by the gunboats which lay close inshore and cannonaded the left flank of the French columns, and by a heavy naval gun which was placed in battery near the position of the 28th."
FALSE,"Partaking human food is now extraneous, yet can still be quite enjoyable."
FALSE,Past-Death gave a startled laugh.
TRUE,"Penetrating captive bolts kill the animals most quickly, and percussion is also effective, if they are stuck before they come round."
TRUE,"People can't just shoot a gun anywhere they want to, can they?"
FALSE,People overestimate how much food they need.
TRUE,"People spike drinks for a number of reasons including wanting to sexually assault, rape or rob the person whose drink they have spike drinks for a number of reasons including wanting to sexually assault, rape or rob the person whose drink they have spiked."
TRUE,"People spike drinks for a number of reasons including wanting to sexually assault, rape or rob the person whose drink they have spiked."
FALSE,"Perfect if you are looking to include a quote like Sit Long, Talk Much, Laugh Often in your home."
FALSE,Perhaps this is why a student can laugh at a poop joke on Family Guy and then turn to the biting political satire of The Daily Show.
TRUE,"Peroxisomes - derived from rough eroxisomes - derived from rough ER, that contain enzymes that will form hydrogen peroxide - which phagocytic cells use to kill bacteria."
TRUE,Pesticide - A chemical compound used to kill pests.
FALSE,"Petya badly wanted to laugh, but noticed that they all refrained from laughing."
TRUE,"Physical assault is a criminal offense as are rape and, in some countries, stalking and marital rape."
TRUE,"Pieces of paper punctured with small holes are placed over the trays in which the hatching goes on; and the worms, immediately they burst their shell, creep through these openings to the light, and thereby scrape off any fragments of shell which, adhering to the skin, would kill them by constriction."
FALSE,"Pierre smiled, Natasha began to laugh, but Nicholas knitted his brows still more and began proving to Pierre that there was no prospect of any great change and that all the danger he spoke of existed only in his imagination."
FALSE,"Pierre suddenly exclaimed with a laugh, and shifting the baby he gave him to the nurse."
FALSE,"Play and laugh together, taking the opportunity to learn about your baby's new arrangement, thus relieving your fears and ensuring the child will build trust with the new caregiver."
FALSE,Playing computer pranks can be a fun way to share a laugh with someone who will appreciate the joke.
TRUE,Please don't kill me.
TRUE,Police drug traffickers arrested A fourth police officer in the southern province of Inhambane has been arrested for trafficking in the drug hashish.
FALSE,Post the latest funny SMS jokes here for all to laugh at.
TRUE,"Post-traumatic stress disorder (PTSD)-A disorder that occurs among survivors of extremely stressful or traumatic events, such as a natural disaster, an airplane crash, rape, or military combat."
FALSE,"Prince Andrew had never before heard Speranski's famous laugh, and this ringing, high-pitched laughter from a statesman made a strange impression on him."
TRUE,"Probably a mere variety of the black poplar, its native land appears to have been Persia or some neighbouring country; it was unknown in Italy in the days of Pliny, while from remote times it has been an inhabitant of Kashmir, the Punjab, and Persia, where it is often planted along roadsides for the purpose of shade; it was probably brought from these countries to southern Europe, and derives its popular name from its abundance along the banks of the Po and other rivers of Lombardy, where it is said now to spring up naturally from seed, like the indigenous black poplar."
FALSE,"Probably just some bum, the brunette driver said with a forced laugh."
TRUE,Public service announcements in the campus newspaper and posters in dorm bathrooms detail the dangers of binge drinking and date rape drugs.
FALSE,"Pushing the plate aside so the food would cool, he began slicing the rest of the roast."
TRUE,Put a dab of it on each bump and it'll kill...
TRUE,Put the leash back on him or the Watchers and Others will kill him.
TRUE,Putnam loaded his gun again.
FALSE,"Putting the food in the oven to keep it warm, she decided there was enough time to feed the horses before he arrived."
TRUE,Q. What temperature should I wash my baby bed linen in to kill bacteria?
TRUE,"Questions affecting the interests of the whole Fu come before the Fu-kwai, or prefectural assembly, made up of representatives from both Ku and Gun, and a prefectural council, of which „the governor is president; while matters concerning the city alone are discussed by a Shi-kwai, or municipal assembly, and administered by a municipal council, of which the Shicho or mayor is president."
TRUE,"Quinine has considerable powers as an .antiseptic, this term defined for some time as indicating the power to kill bacteria."
TRUE,Quinine is apparently powerless to kill the organism when it is in its reproductive phase.
TRUE,"Raised by a sadistic Other who beat her, the Magician Yully had used the magic of all of them to kill the creature that planned to use her to sever the boundary between mortal and immortal worlds before wiping out Watchers and humans."
FALSE,"Randy has been so good about itâ€”so encour­aging, but even soâ€”I feel like it's a sin to smile, or laugh."
FALSE,"Randy has been so good about it—so encour­aging, but even so—I feel like it's a sin to smile, or laugh."
TRUE,Rape and sexual assault are defined according to the degree of sexual interaction.
TRUE,"Rape and sexual assault are diagnosed by interviewing the patient and parents, physical and gynecological examination, and laboratory tests for the presence of seminal fluid."
TRUE,"Rape and sexual assault are especially traumatic for children and adolescents, who often do not fully understand normal sexual activity."
TRUE,"Rape and sexual assault are violent crimes, and children and adolescents constitute a large number of the victims of these crimes."
TRUE,Rape and sexual assault that recurs is considered sexual abuse.
TRUE,Rape can be produced everywhere when the soil permits.
TRUE,"Rape can happen to anyone and in 2004 there were an estimated 200,000 serious sexual assaults and almost 50,000 rapes or attempted rapes."
TRUE,"Rape can happen to anyone and in 2004 there were an estimated 200,000 serious sexual assaults and almost 50,000 rape can happen to anyone and in 2004 there were an estimated 200,000 serious sexual assaults and almost 50,000 rapes or attempted rapes."
TRUE,Rape dust is somewhat similar in its character and action.
TRUE,"Rape is grown in the marsh lands and flax on the east coast, while large quantities of apples and other fruit are raised near Altona for the Hamburg and English markets."
TRUE,Rat did kill baby pigeons.
TRUE,"Rather, they deliberately foment sectarianism, a traditional weapon of colonizers."
TRUE,Ready to kill some Others?
TRUE,"Regardless of the length of your relationship, forced sex is rape, end of story."
TRUE,"Regrettably, India is stubbornly pursuing a military solution to Kashmir and has intensified repression, encouraged by an apparent international complacency."
TRUE,"Remember, physical force is not necessary in a date rape situation."
FALSE,"Remember, the idea is to make them laugh and not to frustrate."
FALSE,"Remembering their youthful attempts at playing songs in waltz time, McLennan ca n't suppress a laugh."
FALSE,Rhyn asked with a laugh.
FALSE,"Rhyn growled a painful laugh, appreciative of the death dealer's dark humor."
FALSE,Rhyn sagged to the ground and watched Gabriel walk away and then disappear.
TRUE,"Rhyn stared at the scenes playing out in Death's outstretched hands.  His heart grew heavy as he watched demons kill humans by the hundreds.  The promise he'd made to keep Katie happy made him feel sick, and duty would never fill the hollow part of him that would remain during a lifetime without his mate."
FALSE,Rhyn started the fire again and sat beside Toby.  He handed him the bag of clothing and food.  Toby withdrew the clothing skeptically.
TRUE,"Rhyn's gone ape-shit crazy and decided to kill Death.  Toby's in Hell, and Darkyn is planning something big, but I don't know what."
TRUE,"Rise to the height of your sonship to God; love your enemies even as God loves His; and if they kill you, God will care for you still; fear them not, fear only Him who loves you all."
FALSE,"Rogen is said to have been inspired by Adam Sandler's comedy album, They're All Gonna Laugh at You!, calling it the funniest thing he's ever heard."
TRUE,"Ruggiero, Kenneth J., et al. ""Is Disclosure of Childhood Rape Associated with Mental Health Outcome?"
TRUE,"Russian aid, though promptly offered, was too double-edged a weapon to be used save at the last extremity."
TRUE,"Saffron is chiefly cultivated in Spain, France, Sicily, on the lower spurs of the Apennines and in Persia and Kashmir."
TRUE,Salicylic acid makes it easier for the anti-septic ingredients to kill the germs around the blackhead and prevents the blackhead from reforming.
TRUE,"Sapphires are also found in Kashmir, where they occur, associated with tourmaline, in the Zanskar range, especially near the village of Soomjam."
TRUE,"Sasha disgusted him, but he couldn.t just kill him like he wanted to."
TRUE,"Say "" Bravo defuse bomb "" to have someone defuse bomb "" to have someone defuse a bomb."
FALSE,"Scarcely a quarter of the soldiers remain with the standards of their regiments, the others go off by themselves in different directions hoping to find food and escape discipline."
FALSE,"Sending him breakfast was intended as a gentle ribbing, the sort of thing two friends who knew each other well could laugh about."
TRUE,"Seriously, what happens if I kill him?"
TRUE,Seven people have been arrested as part of a nationwide crackdown on the trafficking of women into a life of vise.
TRUE,Sexual Violence The BBFC has a strict policy on rape and sexual violence.
TRUE,"Sexually transmitted diseases, which may also indicate rape."
FALSE,Share a laugh with the person by showing them your piece of fabric and ripping it right in front of them and then plan who you can tempt with the dollar bill on the floor next!
FALSE,She added a snap of her fingers that pulled a quiet laugh from him.
TRUE,She armed the laser gun and tucked it into the space between her clothing and the small of her back.
FALSE,She bit back a laugh as he reddened.
TRUE,"She can kill sloths, howler monkeys, and white-faced Capuchins with ease."
TRUE,She changed quickly out of her sleepwear and loaded her body down with weapons then drew a knife and her gun.
FALSE,"She chewed her lip as she watched the micro map multiple routes, gauging how much food and water she'd have to carry to survive."
FALSE,She choked back another laugh then turned her attention to the photographer.
FALSE,She choked back something between a laugh and a sob.
FALSE,"She cleared her throat, trying hard not to laugh."
FALSE,She considered throwing the tasteless food cubes to the trees he warned her against feeding every day.
FALSE,"She continued to laugh, ""Don't you worry that news will spread, and the townspeople will come after you with torches and stakes?"""
FALSE,"She continued to walk, needing to feel the cold to remind her she was still alive."
FALSE,She coughed to cover her startled laugh.
TRUE,"She could have carried a gun, but that would have to be put down so many times that it wouldn't be much help."
FALSE,She couldn't be sure he wanted to go for a walk.
TRUE,She couldn't kill him or hurt him.
FALSE,She couldn't walk through there.
FALSE,She counted the food and water cubes she had remaining.
FALSE,She didn't know whether to laugh or cry when the baby covered himself with his lunch.
TRUE,"She didn't really care what the dark grey walls, floors, and ceilings were made of or why the floor felt like carpet and looked like gun metal."
TRUE,"She didn't understand the rules of this world well enough to know if she were jumping the gun, but what she heard made her very uncomfortable."
FALSE,"She didn't want to be curious, but he had a way of pulling her in, when she'd rather walk away."
FALSE,She didn't walk far before she heard the creak and snap of branches.
FALSE,"She dished up some vegetables and glanced at Katie, who was attempting to pile more food on Alex's plate."
FALSE,She dismounted and watched the men walk up to the ruins.
TRUE,"She doubted she could ever kill anyone, especially her Guardian, after seeing Donovan shot."
FALSE,She dressed and went to the kitchen to warm up some food for him.
TRUE,She drew the gun at the small of her back and aimed it at the head of one of the vamps.
TRUE,"She feared for her brother who was in it, was horrified by and amazed at the strange cruelty that impels men to kill one another, but she did not understand the significance of this war, which seemed to her like all previous wars."
FALSE,She finished the last of the food on her plate and carried it to the sink.
FALSE,She focused on her food.
FALSE,"She forced herself to walk, not run, back to the house."
FALSE,She gave a breathless laugh.
FALSE,She gave a startled laugh.
FALSE,"She gulped, nearly choking on her food."
TRUE,"She had a laser gun, even if she couldn't hit a target two feet in front of her."
TRUE,She had been making out with a man who might be involved in drug trafficking.
FALSE,"She had enough for a month, but after a few days, she found herself wishing for real food instead of the stale bars."
FALSE,She had great scorn for the notion that one should be able to laugh at oneself.
TRUE,She had knives and the guns with carbon fiber bullets that she used to kill vamps.
TRUE,"She had met once with her immediate neighbor, the king of Palmis, but this clan that had snatched her plainly did not know who she was, or they would not seek to kill a queen in such a way."
FALSE,"She had to stifle a laugh.""Okay honey, let's take a breath here."""
FALSE,"She handed the pale woman a food and water cube and popped two of her own.  Standing, she waded into the brush where she'd thrown the knife.  It glinted in the morning light.  Katie swiped it, glad the trees didn't have a taste for metal as well as Immortal sustenance."
FALSE,"She has made us laugh, cry and even dance in front of our television sets (when no one was looking, of course)."
FALSE,"She hesitated, though, not wanting to walk into another trap of Harmony's death dealers."
TRUE,"She inched away, doubtful he'd kill her outright."
FALSE,"She intended to walk away but found herself stuck, gazing up at him."
FALSE,"She interacted daily with the warrior members of her husband's family, but she'd never seen one quite like this, with soulful, ancient intelligence in his black gaze and a predatory walk."
FALSE,She just rants away at him and the situation is so bizarre nobody can do anything but laugh.
TRUE,She knew Brady was merciless but hoped her Guardian wouldn't kill her for this.
FALSE,"She let out a short, derisive laugh when she heard the latest news from her gossiping friends."
FALSE,"She looked at him with her beautiful radiant eyes and seemed to say, ""I like you very much, but please don't laugh at my people."""
FALSE,"She looked at it and coughed, tho it could have been a stifled laugh."
TRUE,"She looked them over dismissively, calculating what it would take to kill them all."
FALSE,She made a job of searching through the cabinet for the cat food and avoided his gaze as she handed him the box.
TRUE,She made a show of arming the laser gun.
FALSE,"She made it to the sand before forced to slow to a walk by the ankle-deep, loose sand."
FALSE,"She needed sleep and real food.  Her hand went instinctively to her stomach, and she couldn't help wondering if the food and water cubes were good for the baby."
TRUE,"She paced in front of one wall, staring again at the map of the eastern U.S., where the attacks and their kill zones were marked with a running timeline beneath it."
FALSE,She peeked around the door again just in time to see him walk into the office and close the door.
FALSE,She picked at her food for a few minutes and then remembered the buffalo.
TRUE,She placed the laser gun against it.
FALSE,"She plunged into the food on her plate, discovering that Brandon wasn't bragging about his mother's cooking."
TRUE,She presented a paper and poster on assessment of resistance to light leaf spot and stem canker in oilseed rape cultivars.
FALSE,She pushed his hand away and her laugh sounded nervous.
TRUE,"She recalled her night with a jolt and sat, expecting men to leap from the shadows to rape her."
FALSE,She removed the lid from a plastic trash can and scooped out some food for him.
FALSE,She rose and stretched then left the small house on a hill for a quick walk.
FALSE,"She sat with a plate of food, not eating."
FALSE,"She shopped responsibly, but this time she picked up healthy fresh fruit and vegetables – something she previously would have had to replace with canned food."
FALSE,"She smiled, and Traci covered her mouth to keep him from hearing her laugh."
FALSE,"She smiled, hid her face in her handkerchief, and remained with it hidden for awhile; then looking up and seeing Pierre she again began to laugh."
FALSE,She soon heard Toni's high-pitched laugh as the woman started the interview with Xander.
FALSE,She stared at her food.
FALSE,She started to laugh and then realized it wasn't Alex who had caught her.
TRUE,She steals from him for her abusive boyfriend; she talks of planning to kill him.
FALSE,"She stifled a laugh, and he gave her a sidelong glance."
FALSE,She took them and shivered in the chilly night.  Food and sleep had become luxuries during their travel.
FALSE,"She toyed with her food, gaze going to the closed door behind which her two-year-old daughter slept."
TRUE,"She waited, watching as he approached the bear, gun ready."
TRUE,"She wanted him safe and hoped he was angry enough to stay away or at least, he brought an army of people to kill the dozens of Others around her."
TRUE,She wanted to kill the one person who always believed in me.
FALSE,"She wanted to laugh but didn't, aware he was as vulnerable as he'd ever get right now."
FALSE,"She was ""discovered"" during a Laugh Factory kids' comedy showcase when a Nickelodeon executive spotted her performance."
FALSE,She was about to walk away in defeat and take her place in a dark corner watching the partygoers when she heard the sounds of approaching footsteps.
FALSE,She was living in a warm dry house with all the food she could eat and no worries.
FALSE,She was putting the last bowl of food on the table when Alex walked into the kitchen.
FALSE,"She was sitting bolt upright with her jaw set in a tight line, desperately trying not to laugh."
FALSE,She was strong and stubborn enough to walk away from him.
TRUE,"She was surrounded, and they wanted to kill her and had wounded some of her people."
TRUE,She wasn't going to let a serial killer who chose not to kill her derail her day.
FALSE,"She willed herself not to laugh at his joke, but it was hard."
FALSE,She'd been ignoring Kevin's calls for two days without caring he was the only person who could help her put food on the table.
FALSE,"She'd forced herself to walk daily, if for no other reason than to keep her mind off the paintings and memories."
TRUE,She'd learned self-defense by the age of eleven and how to shoot a gun when she was twelve.
TRUE,"She'd kill as many punching bags as she could, until she was numb to the world again."
TRUE,"Sher Afzul, who had joined Umra Khan, surrendered, and eventually Chitral was restored to British political control as a dependency of Kashmir."
TRUE,"Shipton might have begun to consider that Edith tried to kill him, but I'm inclined to believe he saw where he could use the attempt on his life to give reason for her remorse and subsequent 'suicide'. Remember, he changed his story about blaming me for his fall."
TRUE,Shipton was deadâ€”he had tried to kill Dean.
TRUE,"Should a man's son or friend dear to him as his own soul seek to tempt him from the faith of his fathers, D's pitiless order to that man is ""Thou shalt surely kill him; thine hand shall be first upon him to put him to death."""
FALSE,Should she walk away from this job?
TRUE,Similar statistics were gathered by the NCJJ regarding the perpetrators of rape and sexual assault.
FALSE,"Simple personalized pacifiers can bear your baby's name or nickname, a word or phrase that makes you laugh, or they may even be part of a personalized gift set that includes a personalized onesie and pacifier."
TRUE,Simply the threat of violence or fear can lead to a date rape.
FALSE,"Since it was Friday and all the fun ones would be out drinking after work, he decided to take another walk, then maybe a nap."
FALSE,"Since the adoption of an aquatic mode of life by Desis and Argyroneta involves no increased facilities in getting food, and merely substitutes for ordinary terrestrial enemies fishes and crustaceans in the former case, and fishes, amphibians, and insectivorous water-insects in the latter, the supposition is justified that the change in environment is due to the unremitting persecution of Pompilidae and Ichneumonidae, which would not venture to pursue their prey beneath the water's surface."
TRUE,Sirian will kill you if you do not.
TRUE,"Skeat refers it to a root meaning ""to kill,"" which may connect it with Gr."
FALSE,"Slipping into a modest two-piece swimsuit with a skirted bottom, she grabbed a towel and headed out at a brisk walk for the beach."
TRUE,"Smaller areas are devoted to maize, buckwheat, pease, rape, hemp, flax, hops and tobacco."
FALSE,"So eager was he to hear the words of Socrates that he used to walk daily from Peiraeus to Athens, and persuaded his friends to accompany him."
FALSE,So just laugh and ignore the friend who keeps teasing you!
FALSE,"So long as food is supplied the living substance is the seat of transformations which are continually proceeding, being partially decomposed and again constructed, the new food being incorporated into it."
TRUE,"So they force me to seek out my mate by claiming she had to die, fully knowing I couldn't kill her and we'd be bound at first touch."
TRUE,So what did kill the deer?
FALSE,"So, when those players in the commercial retire from football and their abs get flabby and their hard muscles transform in to soft flab, maybe someone should point and laugh at them."
FALSE,"Some funny pacifiers are even designed to look like your baby has a full set of crooked teeth, big red lips and other such gags to make you laugh."
TRUE,Some good judges attribute the peculiar and not unpleasing flavour of certain clarets of 1888 to means thus adopted to kill the phylloxera.
TRUE,"Some kinds are made close and dense in texture, for carrying such seed as poppy or rape and sugar; others less close are used for rice, pulses, and seeds of like size, and coarser and opener kinds again are woven for the outer cover of packages and for the sails of country boats."
TRUE,"Some observers 3 maintain that India could have produced an atom bomb before China, had it wished so to do."
TRUE,"Some of its enactments are purely pagan - thus one paragraph allows the mother to kill her new-born child, and another prescribes the immolation to the gods of the defiler of their temple; others are purely Christian, such as those which prohibit incestuous marriages and working on Sunday."
FALSE,"Some of the islets were still uninhabited, covered with a dense low growth which served as cover for game and even for wolves."
FALSE,"Some people began to laugh, others continued to watch in dismay the executioner who was undressing the other man."
FALSE,"Someone had food in their pantry at one point, but it was stale and consisted of canned food she wouldn't normally eat."
FALSE,"Someone would laugh and it would remind him of her laugh, turn their head to the side and it would be the way she always moved."
FALSE,"Sometimes I saw him at his work in the woods, felling trees, and he would greet me with a laugh of inexpressible satisfaction, and a salutation in Canadian French, though he spoke English as well."
FALSE,Sometimes people sound like they 're sobbing when they try to laugh.
FALSE,"Sometimes that same look fell on Pierre, and that funny lively little girl's look made him inclined to laugh without knowing why."
TRUE,"Sontag also called air raids cowardly, but said that terrorists who were prepared to die to kill others were anything but cowards."
TRUE,"Soon afterwards he was arrested on suspicion of conspiring to kill the king and queen, but was quickly liberated."
TRUE,"Soon, with the gun in one hand, he crept back into the cave."
TRUE,"Speaking of which, I need to go set up monitoring shit and kill some Others."
FALSE,Spiritual death is their goal and their cackling laugh now resounds in the echoing emptiness of human souls.
TRUE,Standard treatment methods use anthelmintics to kill parasites carried by the sheep.
TRUE,"Stepping onto the ledge outside, Lana heard the sounds of gun and laser fire too close for her comfort, along with the beat of helicopters in the dark skies."
FALSE,Stewart 's school yearbook entry paid tribute to his ability to make other pupils laugh.
TRUE,"Stewart's character, Melinda, is a rape survivor who verbally shuts down after being attacked."
FALSE,"Still, Carmen was surprised when Felipa, Aaron and Rob decided to go for a moonlight walk."
TRUE,"Still, Josh must have said something or Alex wouldn't have been there with his gun."
TRUE,"Still, Rhyn can't kill Death."
TRUE,Stop moving around—I've still got the gun and I'll use it.
TRUE,Strange he didn't kill you.
TRUE,Stratton Upper School has been the victim of two bomb hoaxes.
FALSE,"Stringent rules, too, governed the food of women and the youth of both sexes, and it was only after initiation that boys were allowed to eat of all the game the forest provided."
TRUE,"Subjects include aeronautics, astronautics, military vehicle and weapon technology, and electronic and information warfare."
TRUE,"Suburban Tokyo is divided into eight districts or Gun, which, with the city proper, collectively form the Tokyo-Fu (prefecture), under the general control of one governor called Fu-Chiji."
