Category,Message
FALSE,This involved making the poor wear prison uniforms and only providing enough food to avoid starvation.
FALSE,"In fact, they will make food even greater."
FALSE,It is interesting to remember how much of this food for fire is still concealed in the bowels of the earth.
FALSE,"Scarcely a quarter of the soldiers remain with the standards of their regiments, the others go off by themselves in different directions hoping to find food and escape discipline."
FALSE,"The girl probably didn't have a dime, and if she knew Alex, he had probably bought the food she was eating."
FALSE,I haven't eaten real food in weeks.
FALSE,The unseen creature placed a plate of food beside her.
FALSE,"As much as she ate, she didn't seem to dent the plate of food."
FALSE,The belly full of food made her drowsy.
FALSE,It is obvious that the points game demands an ideally perfect green.
FALSE,"Mitchell, Manual of Bowl-playing (Glasgow, 1880); Laws of the Game issued by the Scottish B.A."
FALSE,Abisares preferred to play a double game and wait upon events.
FALSE,This region abounds in big game and birds are plentiful.
FALSE,"Just as the latter afterwards makes Nathan the Wise and Saladin meet over the chess-board, so did Lessing and Mendelssohn actually come together as lovers of the game."
FALSE,"There are also many kinds of game birds, pigeons, ducks, geese, plovers and quails."
FALSE,"Stringent rules, too, governed the food of women and the youth of both sexes, and it was only after initiation that boys were allowed to eat of all the game the forest provided."
FALSE,"They neither plant nor have they any manufactures except their rude bamboo and rattan vessels, the fish and game traps which they set with much sabort, and the bows, blow-pipes and bamboo spears with which they and the produce of their hunting and fishing."
FALSE,"The ruffed grouse (or ""partridge"") is the most common of game birds, but woodcock, ducks and geese are quite common."
FALSE,"There is a state fish and game commissioner, and the state has a fish hatchery at Roxbury and a forest and game farm at Sharon."
FALSE,"The administrative officers of the state are a governor, a lieutenantgovernor, a secretary of state, a state treasurer, and an auditor of accounts, elected by popular vote, and an inspector of finance, a commissioner of taxes, a superintendent of education, a fish and game commissioner, three railroad commissioners, and various boards and commissions, of whom some are elected by the General Assembly and some are appointed by the governor with the advice and consent of the Senate."
FALSE,"His successors, Rachis and Aistolf, attempted to follow the same game of conquest."
FALSE,"But from this time forward they laid down their arms, and played the game of warfare by the aid of mercenaries."
FALSE,"Their generals substituted heavy-armed cavalry for the old militia, and introduced systems of campaigning which reduced the art of war to a game of sabort."
FALSE,"Whatever parts the Italians themselves played in the succeeding quarter of a century, the game was in the hands of French, Spanish and German invaders."
FALSE,"When the pursuit of game becomes the chief occupation of a people there is of necessity a higher development of courage, sabort, powers of observation and invention; and these qualities are still further enhanced in predatory tribes who take by force the food, clothing and other property prepared or collected by a feebler people."
FALSE,"Mansel tried (1858) to play Pascal's game on Kantian principles, developing the sceptical side of 'Kant's many-faceted mind."
FALSE,"The other part comprehends inner Persis lying northwards; it enjoys a pleasant climate and has fertile and well-watered plains, gardens with trees of all kinds, rich pasturages and forests abounding with game; with the exception of the olive all fruits are produced in profusion, particularly the vine."
FALSE,"It is full of fish, and the neighbouring country, though barren and uncultivated, contains quantities of game."
FALSE,"Fish and game are plentiful, and the silkworm is bred in the warmer districts."
FALSE,"In the absence of its native records its relations with Palestine are not always clear, but it may be supposed that amid varying political changes it was able to play a double game."
FALSE,They were not even a pawn in the game which Antiochus proposed to play with Rome for the possession of Greece and Asia Minor.
FALSE,"Among the more common species of game are squirrels, opossums, musk-rats, rabbits, racoons, wild turkeys, "", partridges"" (quail, or Bob White), geese, and ducks; deer, black bears, grey (or timber) wolves, black wolves and ""wild cats"" (lynx), once common, have become rare."
FALSE,"They are famous, too, as hunters of big game, attacking even elephants with sword and spear."
FALSE,"Amongst its chief recommendations were those relating to amendments in the Agricultural Holdings Acts, and to tithe rentcharge, railway rates, damage by game, sale of adulterated products, and sale of imported goods (meat, for example) as home produce."
FALSE,When young its spreading boughs form good cover for game.
FALSE,"The parallel extends even to the secret negotiations; for, if Austria could have been induced in May 1807 to send an army against Napoleon's communications, his position would have been fully as dangerous as before Austerlitz if Prussia had taken a similar step. Once more he triumphed owing to the timidity of the central power which had the game in its hands; and the folly which marked the Russian tactics at Friedland (14th of June 1807), as at Austerlitz, enabled him to close the campaign in a blaze of glory and shiver the coalition in pieces."
FALSE,"Elliot, Gallinaceous Game Birds of North America (New York, 1897) and Wild Fowl of the United States and British Possessions (1898), and Robert Ridgway's learned and invaluable Birds of North and Middle America, published by the Smithsonian Institution, Bull."
FALSE,"Some of the islets were still uninhabited, covered with a dense low growth which served as cover for game and even for wolves."
FALSE,Don't laugh at me!
FALSE,It felt good to laugh after the events of the past week.
FALSE,His laugh was short and humorless.
FALSE,The realization made her want to laugh and cringe at the same time.
FALSE,I had to laugh at Quinn.
FALSE,His laugh was soft and low.
FALSE,"He closed the door behind him with a cold laugh, not bothering to bind her."
FALSE,His laugh was short and harsh.
FALSE,"Petya badly wanted to laugh, but noticed that they all refrained from laughing."
FALSE,"His laugh was sudden and short, engaging the dimple."
FALSE,His laugh was insidious.
FALSE,"Suppressing the urge to laugh wasn't easy, but she managed it."
FALSE,He makes me laugh.
FALSE,"As the saying goes, we laugh because it is true."
FALSE,Megan looked ready to laugh but smiled widely instead.
FALSE,A soft laugh escaped his throat.
FALSE,"Oh, you petisenfans, allay cushay dormir! he exclaimed, imitating his Russian nurse's French, at which he and Boris used to laugh long ago."
FALSE,The husky laugh made her stomach flutter.
FALSE,Darkyn's laugh was sinister.
FALSE,My teacher and I had a good laugh over the girls' frolic.
FALSE,You have the most wonderful laugh I have ever heard.
FALSE,"He laughed at that, and his laugh was merry and frank."
FALSE,"Then she looked at Zeb, whose face was blue and whose hair was pink, and gave a little laugh that sounded a bit nervous."
FALSE,Funny makes us laugh.
FALSE,Katie's laugh was short and humorless.
FALSE,A laugh bubbled up.
FALSE,"She stifled a laugh, and he gave her a sidelong glance."
FALSE,She bit back a laugh as he reddened.
FALSE,"The masculine voice gave a surprised laugh, and he pressed his face to the bars."
FALSE,"It hobbled, and that made me laugh; but it is wrong to laugh at the poor animals!"
FALSE,A smile touched the corners of his mouth and played in the laugh lines beside his eyes.
FALSE,She choked back something between a laugh and a sob.
FALSE,Jackson could always make her laugh regardless of her misery.
FALSE,"He was evidently afraid the prisoners looking on would laugh at him, and thrust his head into the shirt hurriedly."
FALSE,He stared down at her for a moment and then started to laugh.
FALSE,Not many people can make me laugh.
FALSE,"But what was most amusing,"" he continued, with a sudden, good-natured laugh, ""was that we could not think how to address the reply!"
FALSE,"Kiera bounded away from him and flung her arms around Evelyn, who gave a startled laugh and hugged her back."
FALSE,"It made me laugh quite hard, for I know my father is Arthur Keller."
FALSE,"Sometimes I saw him at his work in the woods, felling trees, and he would greet me with a laugh of inexpressible satisfaction, and a salutation in Canadian French, though he spoke English as well."
FALSE,"She looked at him with her beautiful radiant eyes and seemed to say, ""I like you very much, but please don't laugh at my people."""
FALSE,"Prince Andrew had never before heard Speranski's famous laugh, and this ringing, high-pitched laughter from a statesman made a strange impression on him."
FALSE,"I want to meet that man whom I despise, so as to give him a chance to abort and laugh at me!"
FALSE,"Some people began to laugh, others continued to watch in dismay the executioner who was undressing the other man."
FALSE,He gave a husky laugh at her words.
FALSE,And I'll be there to laugh at you when you do.
FALSE,"She willed herself not to laugh at his joke, but it was hard."
FALSE,Give it a couple of days and we'll laugh about it over a beer.
FALSE,After he influenced her he would ask her to laugh again…and again.
FALSE,It comes over me that in the last two or three pages of this chapter I have used figures which will turn the laugh against me.
FALSE,He began to laugh.
FALSE,"Sometimes that same look fell on Pierre, and that funny lively little girl's look made him inclined to laugh without knowing why."
FALSE,"I was wrong to laugh at Mack, we're getting it still worse, said Nesvitski."
FALSE,She added a snap of her fingers that pulled a quiet laugh from him.
FALSE,"He seldom laughed, but when he did he abandoned himself entirely to his laughter, and after such a laugh she always felt nearer to him."
FALSE,"They laughed and were gay not because there was any reason to laugh, but because gaiety and mirth were in their hearts and so everything that happened was a cause for gaiety and laughter to them."
FALSE,They gave him some more porridge and Morel with a laugh set to work on his third bowl.
FALSE,"Pierre suddenly exclaimed with a laugh, and shifting the baby he gave him to the nurse."
FALSE,"Pierre smiled, Natasha began to laugh, but Nicholas knitted his brows still more and began proving to Pierre that there was no prospect of any great change and that all the danger he spoke of existed only in his imagination."
FALSE,"I can make all my friends laugh because I even bathe my large dogs by having them stand as though they are in what we horse people would call cross ties, but without the ties."
FALSE,"The sound was rough, as if he didn't laugh often."
FALSE,"Wynn was brilliant at small talk, distracting her and making her laugh with his dry, morbid humor."
FALSE,Deidre took some solace from the fact he didn't laugh or throw her out.
FALSE,"A laugh bubbled from within her, along with tears."
FALSE,That produced a laugh from both of them and put the question to rest.
FALSE,Jackson twisted his face in a mock laugh and slapped his knee.
FALSE,She pushed his hand away and her laugh sounded nervous.
FALSE,Her laugh sounded nervous.
FALSE,If I was more of a musical snob or NME hack I'd laugh at this and give it a virtual kicking.
FALSE,"There sat the thorny Sorcerer in his chair of state, and when the Wizard saw him he began to laugh, uttering comical little chuckles."
FALSE,"This made Zeb laugh, in turn, and the boy felt comforted to find that Ozma laughed as merrily at her weeping subject as she had at him."
FALSE,"I think she will laugh when I tell her she is a vertebrate, a mammal, a quadruped; and I shall be very sorry to tell her that she belongs to the order Carnivora."
FALSE,"The idea here is have a good laugh, not to do anything that will involve getting law enforcement involved."
FALSE,The vamp barked a laugh and continued down the hall.
FALSE,"It's rough, he said and gave a surprised laugh."
FALSE,Jule said with a laugh.
FALSE,"To her surprise, he barked a laugh of half-pain from their fall and half-triumph."
FALSE,"Dean made a move toward her, but she scurried out the door with a loud laugh, still naked, dragging her white dress behind her."
FALSE,"She continued to laugh, ""Don't you worry that news will spread, and the townspeople will come after you with torches and stakes?"""
FALSE,I don't want to laugh.
FALSE,The laugh they shared cemented their solidarity.
FALSE,His bronze features were smooth except for the laugh lines at the corners of his eyes.
FALSE,Mary's laugh was more a snort.
FALSE,I didn't mean to laugh at you.
FALSE,She choked back another laugh then turned her attention to the photographer.
FALSE,Gerry was covering up a laugh while Toni appeared startled.
FALSE,"She cleared her throat, trying hard not to laugh."
FALSE,Her startled laugh surprised her.
FALSE,She gave a breathless laugh.
FALSE,"By Darian's occasional laugh and the hungry fire in Xander's features, they enjoyed aborting."
FALSE,"A form leapt in between them, and she recognized the laugh as that of the crazy Grey God."
FALSE,They laugh at his stinginess and disappear.
FALSE,"She had to stifle a laugh.""Okay honey, let's take a breath here."""
FALSE,Jenn hid a sudden laugh behind a cough while Sofi smiled.
FALSE,"They can make you laugh, lust or cry with lyrical dexterity such as I have genuinely never found anywhere else."
FALSE,"In the workplace men, and women now, are expected to laugh at dirty jokes, and even tell dirty jokes, and even tell dirty jokes."
FALSE,"Message I am as they say ' an open book. ' I value honesty, and love to laugh."
FALSE,Spiritual death is their goal and their cackling laugh now resounds in the echoing emptiness of human souls.
FALSE,"Had a really good laugh, was a decent track - the karts were pretty speedy and it was a good group of people."
FALSE,"It even started with some suitably spirited singing, and drew many a laugh from the enthusiastic audience."
FALSE,"The next day, the laugh was the other way."
FALSE,"Mr. Clemens told us many entertaining stories, and made us laugh till we cried."
FALSE,"Katie played with Miss Rhoades's rings and took them away, saying with a merry laugh, ""You shall not have them again!"""
FALSE,"And as he waved his arms to impersonate the policeman, his portly form again shook with a deep ringing laugh, the laugh of one who always eats well and, in particular, drinks well."
FALSE,"You may laugh as much as you like, but all the same Bonaparte is a great general!"
FALSE,This very sentence about Countess Zubova and this same laugh Prince Andrew had already heard from his wife in the presence of others some five times.
FALSE,"Nesvitski with a laugh threw his arms round Prince Andrew, but Bolkonski, turning still paler, pushed him away with an angry look and turned to Zherkov."
FALSE,"Well, if you are in love, marry him! said the countess, with a laugh of annoyance."
FALSE,"Fix what you can, laugh it off and have fun!"
FALSE,We would be embarrassed for a minute and then laugh about it.
FALSE,"I want to laugh with you, cry with you, and spend forever with you, so I take you, [name], as my [wife/husband] today."
FALSE,Will Ferrell has been making people laugh since his first appearance on Saturday Night Live and continues to entertain now that he has a film career and a popular viral video website.
FALSE,"The story is good for a laugh by liberals, given Meghan's father's archaic and old fashioned views on everything from gay marriage to gay adoptions."
FALSE,"Whether it is his mild manner, inquisitive ways or infectious laugh, toddlers are attracted to Elmo."
FALSE,"However, the men who do so in the parades usually only dress that way for a laugh once a year."
FALSE,Dilbert of the eponymous comic strip first popularized them (or not) and they have gained new laugh power as the wardrobe of uber-dweeb Dwight on the TV show The Office.
FALSE,"When you wear cool designs on T shirts, you can make people laugh, inspire a stranger to strike up a conversation with you, or just get a nod of approval in response to the art you've chosen or the witty quip across your chest."
FALSE,Toni asked with a laugh.
FALSE,A smile flickered across his face and turned into a laugh.
FALSE,She gave a startled laugh.
FALSE,He'd laugh at you.
FALSE,His laugh was sardonic.
FALSE,His laugh was short.
FALSE,"When the ambassadors of the senate in treating for peace tried to terrify him with their hints of what the despairing citizens might accomplish, he gave with a laugh his celebrated answer, ""The thicker the hay, the easier mowed!"""
FALSE,His laugh was more a snort.
FALSE,"What about if you sneeze, cough or laugh?"
FALSE,"Occasionally she broke out into a merry laugh, and then she would reach out and touch the mouth of any one who happened to be near her, to see if he were laughing also."
FALSE,"Suddenly, Joanna 's ladylike features, which have been looking benignly tranquil, wrestle heroically and hilariously with the urge to laugh."
FALSE,So just laugh and ignore the friend who keeps teasing you!
FALSE,"When a smile isn't enough, send a hearty laugh."
FALSE,Limousine passengers can laugh and talk without having to worry about being distracted while driving.
FALSE,We started to find humor in our situation and laugh at the craziness of it.
FALSE,This will give the bride and groom a good laugh when they open it.
FALSE,"Michael Richards' comedy set at the Laugh Factory started innocently enough on Friday, November 17."
FALSE,Check out this blog to get a good laugh at Hollywood's most fashion-challenged celebs.
FALSE,"She has made us laugh, cry and even dance in front of our television sets (when no one was looking, of course)."
FALSE,"She was ""discovered"" during a Laugh Factory kids' comedy showcase when a Nickelodeon executive spotted her performance."
FALSE,"Rogen is said to have been inspired by Adam Sandler's comedy album, They're All Gonna Laugh at You!, calling it the funniest thing he's ever heard."
FALSE,"So, when those players in the commercial retire from football and their abs get flabby and their hard muscles transform in to soft flab, maybe someone should point and laugh at them."
FALSE,It wasn't long before he was making international audiences laugh through his stand-up comedy and acting.
FALSE,"When he was eight years old, his mother suffered from rheumatic fever, and he spent lots of time trying to make her laugh."
FALSE,Perhaps this is why a student can laugh at a poop joke on Family Guy and then turn to the biting political satire of The Daily Show.
FALSE,"Remember, the idea is to make them laugh and not to frustrate."
FALSE,Playing computer pranks can be a fun way to share a laugh with someone who will appreciate the joke.
FALSE,"Harmless April Fool's Day pranks and practical jokes are a way to have fun and share a good laugh with family, friends and coworkers."
FALSE,Share a laugh with the person by showing them your piece of fabric and ripping it right in front of them and then plan who you can tempt with the dollar bill on the floor next!
FALSE,"If you want to have fun and enjoy a good laugh with people you know, consider playing funny pranks on each other."
FALSE,"Make sure that your intended victim will think that your actions are all in good fun and laugh with you, as opposed to getting angry."
FALSE,Adding some gummy worms to a person's lunch is a way to get a good laugh in the middle of the day.
FALSE,"Take a break, have a laugh, and learn about more sites that are resourceful all at the same time!"
FALSE,"They are given for the fast, hard laugh and as soon forgotten, such as the cut noose - representing cutting ties with corporate jobs."
FALSE,Games give residents the opportunity to laugh and share their laughter.
FALSE,"If he has a great sense of humor, a gift to make him laugh is appropriate, but if he is more of a serious intellectual, then that may not be the route to go."
FALSE,"He would laugh, or say such things as ""You will die, mortal!"" and ""Was that your best?"""
FALSE,"Many couples find it challenging at first, and you may laugh or experience some initial unease."
FALSE,"Dusty's not allowed out of his room without her—"" ""Darian!"" she said with a laugh."
FALSE,"Bianca coughed to cover her laugh, and Pierre seconded the vamp with a quiet amen."
FALSE,She coughed to cover her startled laugh.
FALSE,"He'll be inconsolable, Linda said with a delighted laugh."
FALSE,"He's got a great sense of style, Linda said with a laugh."
FALSE,"She smiled, and Traci covered her mouth to keep him from hearing her laugh."
FALSE,Deidre gave an unsettled laugh.
FALSE,"This time, Gabriel did laugh."
FALSE,Cora coughed to cover up her laugh.
FALSE,Gabriel asked with a bitter laugh.
FALSE,Deidre stared at her then gave a startled laugh.
FALSE,I like having the last laugh.
FALSE,How is that for her having the last laugh?
FALSE,"Rhyn growled a painful laugh, appreciative of the death dealer's dark humor."
FALSE,"Probably just some bum, the brunette driver said with a forced laugh."
FALSE,"There was a moment of silence, then a child's gleeful laugh."
FALSE,Rhyn asked with a laugh.
FALSE,He cut off the conversation with a hearty laugh.
FALSE,"They all had a good laugh over that too, all but Dean."
FALSE,"Randy has been so good about it—so encour­aging, but even so—I feel like it's a sin to smile, or laugh."
FALSE,"Someone would laugh and it would remind him of her laugh, turn their head to the side and it would be the way she always moved."
FALSE,Alex's laugh was short and humorless.
FALSE,His laugh was short and strained.
FALSE,Katie's laugh followed her.
FALSE,Katie's laugh was humorless.
FALSE,His short laugh was more a snort.
FALSE,"Never again would she be startled by his sudden appearance in the garden, nor laugh at his gentle frolicking with the twins."
FALSE,"They all had their laugh, but to Carmen it wasn't that funny."
FALSE,Gerald's eyes reflected humor and his breath came out in a sudden rush that barely resembled a laugh.
FALSE,She started to laugh and then realized it wasn't Alex who had caught her.
FALSE,Denton's laugh was harsh.
FALSE,He barked a laugh.
FALSE,Darian asked with a laugh.
FALSE,Xander asked with a laugh.
FALSE,It made her want to laugh and squirm uncomfortably.
FALSE,She soon heard Toni's high-pitched laugh as the woman started the interview with Xander.
FALSE,Jessi started to laugh then realized the handsome man was serious.
FALSE,Jessi stifled a laugh.
FALSE,It was almost as arresting as her sweet scent and the shocked look on her face that made him want to laugh.
FALSE,"She wanted to laugh but didn't, aware he was as vulnerable as he'd ever get right now."
FALSE,"In public he maintained a bearing of rigid solemnity, and was seen to laugh only three times in the course of his life."
FALSE,"Voltaire never dwells too long on this point, stays to laugh at what he has said, elucidates or comments on his own jokes, guffaws over them or exaggerates their form."
FALSE,"And his popular works, the Adagia, and the Colloquia (1524), had established themselves as standard books in the more easy going age, when power, secure in its unchallenged strength, could afford to laugh with the laughers at itself."
FALSE,"His vanity, however, as has been admirably remarked, is essentially that of "" the peacock, not of the gander,"" and is redeemed by his willingness to raise a laugh at his own expense (Strachan-Davidson, p. 192)."
FALSE,"The officers were called to meet at Newburgh, and it was the avowed purpose of the leaders of the movement to march the army westward, appropriate vacant public lands as part compensation for arrears of pay, leave Congress to negotiate for peace without an army, and ""mock at their calamity and laugh when their fear cometh."""
FALSE,"The Muses carried off the second prize in 405, Aristophanes being first with the Frogs, in which he accuses Phrynichus of employing vulgar tricks to raise a laugh, of plagiarism and bad versification."
FALSE,"Malatesta could afford to laugh at this farce, but he nevertheless prepared in haste for a desperate defence (1462)."
FALSE,I laugh at her ignorance and she'll suffer for it.
FALSE,"Bianca stifled a laugh, genuinely liking the subtle yet feisty Oracle."
FALSE,"Talon stood and threw his head back in a booming laugh of triumph, until Dusty launched at him and knocked him off his feet."
FALSE,"Dusty's not allowed out of his room without herâ€”"" ""Darian!"" she said with a laugh."
FALSE,"Jule, the regional commander of the eastern hemisphere, demanded with a laugh."
FALSE,His irritated honesty startled her enough that she started to laugh.
FALSE,Past-Death gave a startled laugh.
FALSE,"Fitzgerald left with a laugh, leaving the box of bones smack dab in the middle of the scrapping, snarling Dawkins, none of who gave a lick about the plastic anatomical remains."
FALSE,"Laugh all you will, Rhyn, but this is my home, and the refuge of our Immortal brethren."
FALSE,"Then there were voices, Gladys with a shrill laugh, than hushed giggling, a stumble on the steps, a grunt and finally silence."
FALSE,Her laugh echoed down the rocky canyons of Zzz as the essence of abomination breathed his bloody last below her.
FALSE,After he influenced her he would ask her to laugh againâ€¦and again.
FALSE,"Kris's memories stirred stronger than he liked.  He remembered Lilith, a beautiful Immortal whose laugh had filled him with happiness.  Their love had been intense and brief, lasting less than a human year in total.  One day, she was just â€¦ gone.  Slaughtered by Rhyn, who had taken her head the same way his brothers took the head of Rhyn's demoness mother."
FALSE,"Randy has been so good about itâ€”so encour­aging, but even soâ€”I feel like it's a sin to smile, or laugh."
FALSE,"Toni's face lit up, and she thrust out her chest in a way that made Jessi want to laugh in embarrassment on the oblivious model's behalf."
FALSE,"He would not even condescend to make a baby laugh if nobody else laughed, or even listened."
FALSE,"Hi again everyone, Janine, I had to laugh, congrats on the hairy armpits - crazy or what?"
FALSE,Both he and SuleymÃ¢n appeared to think that atheism was a subject to make angels laugh.
FALSE,"Just like Dr. Evil and other baddies, he gets yes men around him who will laugh at his mocking."
FALSE,"Laugh your head off, maybe even blink back a tear."
FALSE,"They laugh when we pick the legs and heads off the prawns, instead just chomping them down whole."
FALSE,He would laugh at the thought of an ancient curse controlling his destiny.
FALSE,Even the most deluded of deluded optimistic naÃ¯ve fools on LSD would laugh at that suggestion.
FALSE,"With Leicester getting desperate, we could finally laugh at them."
FALSE,"His friends looked indignant, which only caused him to laugh even harder."
FALSE,"In the workplace men, and women now, are expected to laugh at dirty jokes, and even tell dirty jokes."
FALSE,Post the latest funny SMS jokes here for all to laugh at.
FALSE,"Aye no problem "" [laugh] and I'm like "" No, I'll have a latte please, actually."
FALSE,"She looked at it and coughed, tho it could have been a stifled laugh."
FALSE,John's infectious laugh made everyone feel that he was nothing more than a mate playing a few tunes for you.
FALSE,I hide away and I hear a hollow laugh.
FALSE,A woman in tonight's audience had a laugh like a hyena and she laugh like a hyena and she laughed all the time.
FALSE,"With an insane laugh, TIM released the girl from his grip and she fell lifeless to the ground at Liz ' feet."
FALSE,Meanwhile Mrs Urquhart arrived for our missing luggage and we all had a good laugh!
FALSE,The kids get a good laugh at Samantha's old mom struggling to reach down and grab the block for a good start.
FALSE,"All you can do is laugh and there are some cracking one-liners, delivered by actors who don't understand comic timing."
FALSE,And it makes me laugh especially that somebody like you with all your patriotic piffle likes a film like Braveheart.
FALSE,"However, funny love poems can be good for a laugh."
FALSE,"He had the best quips... "" She said, a small laugh sliding out from her last word."
FALSE,It's down to you to decide whether you're up for a laugh or want to get raunchy.
FALSE,I have vivid memories of being severely reprimanded by my head teacher for making my class laugh too much.
FALSE,"Sending him breakfast was intended as a gentle ribbing, the sort of thing two friends who knew each other well could laugh about."
FALSE,"It shows in your way of frying sausages, don't laugh."
FALSE,She had great scorn for the notion that one should be able to laugh at oneself.
FALSE,They do not laugh so much and seem more sinister.
FALSE,"There were scenes in there that were pure slapstick, that made me laugh harder and harder as the scene developed."
FALSE,I can still see that evil smirk setting his whiskers a-quiver; I can almost hear that snide little kitty laugh.
FALSE,I laugh at any poor sucker who decides to waste their time on this map.
FALSE,"Marvel as they brave a thunderstorm for your listening pleasure, and laugh as they run out of things to say at the end."
FALSE,"Suddenly, Joanna's ladylike features, which have been looking benignly tranquil, wrestle heroically and hilariously with the urge to laugh."
FALSE,"She was sitting bolt upright with her jaw set in a tight line, desperately trying not to laugh."
FALSE,"Mouse makes you laugh, he's so vicious."
FALSE,Her vocal powers also include a wonderfully wicked laugh.
FALSE,"For a laugh, I did buy a red, curly wig which Andy remembers being orange."
FALSE,"Just laugh at yourself, then try to remember why you do yoga in the first place."
FALSE,"I work as well as I sleep, he added, with a laugh."
FALSE,"But why, after displaying so much cunning, did he invariably betray himself the moment he came up by that loud laugh?"
FALSE,The princess as usual spoke smilingly and listened with a laugh.
FALSE,Escaping from her father she ran to hide her flushed face in the lace of her mother's mantilla--not paying the least attention to her severe remark--and began to laugh.
FALSE,Boris did not laugh.
FALSE,"She smiled, hid her face in her handkerchief, and remained with it hidden for awhile; then looking up and seeing Pierre she again began to laugh."
FALSE,The prince again laughed his frigid laugh.
FALSE,He signed with a flourish and suddenly turning to his son began to laugh.
FALSE,"He seized his son by the hand with small bony fingers, shook it, looked straight into his son's face with keen eyes which seemed to see through him, and again laughed his frigid laugh."
FALSE,Denisov began to laugh.
FALSE,"Eh? said Anatole, with a good-humored laugh."
FALSE,He lifted his head high and gazed at Denisov as if repressing a laugh.
FALSE,"He had the best quips... She said, a small laugh sliding out from her last word."
FALSE,She just rants away at him and the situation is so bizarre nobody can do anything but laugh.
FALSE,A short pause is followed by a raucous laugh.
FALSE,It 's down to you to decide whether you 're up for a laugh or want to get raunchy.
FALSE,You heard their ribald laugh as they clutched the moving bag that the Count threw to them.
FALSE,Love sarah P.s. My Pc name is even Howl MC which makes the people at aol laugh when I have to call up !
FALSE,"It made him laugh, and he scoffed at the people and called them cowards and old women."
FALSE,We laugh to scorn the very idea of exam revision.
FALSE,"All comments are welcome, gives me something to laugh at while im skiving at work !"
FALSE,"Women Do you ever pass urine when you sneeze, cough or laugh?"
FALSE,If I was more of a musical snob or NME hack I 'd laugh at this and give it a virtual kicking.
FALSE,Sometimes people sound like they 're sobbing when they try to laugh.
FALSE,Maddy made me laugh (with gritted teeth) today.
FALSE,Gary Little made a triumphant return to the Just Laugh stage.
FALSE,I mean to shew her that I only laugh at her uncivil behavior.
FALSE,"Mouse makes you laugh, he 's so vicious."
FALSE,"Just sit back, relax, and get ready to laugh out loud at all of Stephanie 's wacky adventures !"
FALSE,"Remembering their youthful attempts at playing songs in waltz time, McLennan ca n't suppress a laugh."
FALSE,Stewart 's school yearbook entry paid tribute to his ability to make other pupils laugh.
FALSE,She didn't know whether to laugh or cry when the baby covered himself with his lunch.
FALSE,"With reference to an old story, Tessa was able to make the whole room laugh."
FALSE,A coquettish laugh escaped the mouth of the young girl trying to earn the attention of Matt.
FALSE,"Christy would feign a laugh every time her boyfriend made a joke, no matter how funny it was."
FALSE,Dave is one of the funniest people I know. He always makes me laugh.
FALSE,The professor was disappointed that his students did not laugh at his clever pun.
FALSE,"She let out a short, derisive laugh when she heard the latest news from her gossiping friends."
FALSE,"Don't take it personally when you get called a noob by the more experienced players, just try to laugh it off."
FALSE,"The Fisher-Price classic Corn Popper is perfect for kids ages 1 to 3, as is the Laugh and Learn Learning Mower."
FALSE,Laugh together with him when the baby just can't seem to get it.
FALSE,"We know the meaning behind every burp and sigh, laugh and cry."
FALSE,"When she is a teen, you'll laugh about it together!"
FALSE,"Play and laugh together, taking the opportunity to learn about your baby's new arrangement, thus relieving your fears and ensuring the child will build trust with the new caregiver."
FALSE,"In Mary Had a Little Lamb, what made the children laugh and play?"
FALSE,And now when every new baby is born its first laugh becomes a fairy.
FALSE,Don't be afraid to be silly and laugh with your children.
FALSE,"Simple personalized pacifiers can bear your baby's name or nickname, a word or phrase that makes you laugh, or they may even be part of a personalized gift set that includes a personalized onesie and pacifier."
FALSE,"Some funny pacifiers are even designed to look like your baby has a full set of crooked teeth, big red lips and other such gags to make you laugh."
FALSE,"By six months, he should gurgle, laugh, babble repetitive sounds and attempt to imitate them, look for the source of sounds such as a parent's voice and begin to pay attention to music."
FALSE,Laugh & Learn Learning About Opposites - Help your child understand the concept of opposites.
FALSE,"While some of these items may not be practical for every day use, they can be good for a laugh and some entertainment."
FALSE,His goal was to create a book that made people laugh.
FALSE,"Impress your friends by imparting the 150-year history of Cointreau over drinks, and laugh at them when they pronounce it ""coin-TRUE""."
FALSE,Laugh - Teach kids the importance of humor by poking gentle fun at them and encourage them to do the same to you.
FALSE,"Being able to laugh at yourself is a great gift that promotes compassion, communication and understanding."
FALSE,"Try some of these home activities and games that keep hands busy and provide the opportunity to talk, share and laugh."
FALSE,"Perfect if you are looking to include a quote like Sit Long, Talk Much, Laugh Often in your home."
FALSE,"When you ask an emo how to get the ""emo look,"" chances are they will laugh at you and tell you that anyone who is ""trying"" to be emo is not a genuine member of this elite group of social dramatics."
FALSE,An increase in laugh lines and crows feet can also cause concern when applying makeup.
FALSE,"You done left your fingerprints."" It wasn't so much what Dodson said, but the hilariously exaggerated manner in which he said it that made people laugh."
FALSE,"If something goes wrong on your date, try to laugh it off."
FALSE,Do you laugh at how much your style has changed?
TRUE,I have a special mission for you.
TRUE,I can't have you distract me from my mission right now.
TRUE,"He failed in his mission, for which she was grateful."
TRUE,Its mission statement is to demand transparency after a crime is committed and to assure all efforts to nail the guilty party are being pursued.
TRUE,I have a real mission to execute hunting down insurgents.
TRUE,"You're fine now, and it's time for me to move onto the next mission, she insisted."
